cog_hit	cog_description	cog_class	cog_class_description	hist_mean_sum_0328	hist_mean_sum_0403	hist_mean_sum_0423	hist_mean_sum_0531	hist_mean_sum_0619	hist_mean_sum_0705	hist_mean_sum_0709	hist_mean_sum_1001	hist_mean_sum_1004	hist_mean_sum_1028	hist_mean_sum_1123
COG1809	Uncharacterized conserved protein	S	Function unknown 	0.2288556	2.6579607	0.2039801	0.0	0.4042289	0.0	0.0	0.0	0.0	0.0	2.6803481
COG1811	Uncharacterized membrane protein, possible Na+ channel or pump	R	General function prediction only 	0.0	0.0	0.0	0.1830601	1.8620218	2.5491135	2.1217297	7.8843487	5.3366456	4.6315488	14.0111897
COG1814	Uncharacterized membrane protein	S	Function unknown 	0.6339285	0.0	0.0	0.8954803	0.3569322	7.0950206	0.0649718	13.8628657	5.5524616	6.3505485	16.1138172
COG1816	Adenosine deaminase	F	Nucleotide transport and metabolism 	0.164149	2.998993	0.4652568	3.898664	3.4914779	4.1267879	0.0	7.1577846	3.290362	2.3019323	17.5841931
COG1820	N-acetylglucosamine-6-phosphate deacetylase	G	Carbohydrate transport and metabolism 	0.0	0.0	0.0	0.0	0.5886075	3.7721526	0.5084388	10.0537974	4.5000002	3.2637135	10.8270054
COG1823	Predicted Na+/dicarboxylate symporter	R	General function prediction only 	0.4562499	0.5229167	0.5229167	3.2583329	0.7770834	0.0	0.0	1.384375	0.8218751	0.9927084	2.279167
COG1825	Ribosomal protein L25 (general stress protein Ctc)	J	Translation, ribosomal structure and biogenesis 	4.3381147	22.9925117	1.9055174	33.8747163	35.46021	17.561661	3.9947147	46.6328434	17.9071356	17.4422718	92.9405933
COG1826	Sec-independent protein secretion pathway components	U	Intracellular trafficking, secretion, and vesicular transport 	2.2460609	18.8325158	1.7426363	60.4451206	61.1856753	28.023026	5.2446153	76.9056295	33.7258125	20.153985	132.0906608
COG1828	Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component	F	Nucleotide transport and metabolism 	0.0	1.6388889	1.0823046	14.3296692	5.9012345	4.315411	0.6416666	8.4300212	5.4061729	0.0	46.4160884
COG1829	Predicted archaeal kinase (sugar kinase superfamily)	R	General function prediction only 	0.0	1.2637362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1978026
COG1830	DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes	G	Carbohydrate transport and metabolism 	0.6411238	0.6411238	0.4508301	0.0	0.0	1.1261261	0.7184685	4.3650542	2.3063064	0.0540541	11.5959057
COG1832	Predicted CoA-binding protein	R	General function prediction only 	2.5410958	5.6964476	0.4754642	4.6718417	7.142983	8.9017287	0.6232876	14.6580162	3.3868196	4.1330267	33.3104336
COG1834	N-Dimethylarginine dimethylaminohydrolase	E	Amino acid transport and metabolism 	3.6852892	2.0849672	1.0874317	7.2470587	2.4896174	3.2059545	0.0	8.4848476	2.2815443	0.7853659	16.8453362
COG1835	Predicted acyltransferases	I	Lipid transport and metabolism 	0.5555556	0.4462223	0.0	0.8977268	4.3190059	3.3359007	1.2996705	10.6396326	5.0612156	9.573659	28.1404248
COG1837	Predicted RNA-binding protein (contains KH domain)	R	General function prediction only 	0.0	0.7489712	0.0	0.0	2.6090537	0.5473251	0.0	19.4263402	6.3292176	3.156379	12.7171299
COG1838	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain	C	Energy production and conversion 	0.7739018	0.0154143	0.0	1.6238315	2.9135536	0.5040477	0.8221477	2.5136362	3.6705657	4.018619	11.7164832
COG1840	ABC-type Fe3+ transport system, periplasmic component	P	Inorganic ion transport and metabolism 	4.3196791	14.846941	1.3933446	21.1823827	27.6643071	14.2872692	4.3707465	28.5266954	13.8591665	5.3233903	68.1437175
COG1841	Ribosomal protein L30/L7E	J	Translation, ribosomal structure and biogenesis 	3.1527777	8.2353597	0.5677083	2.392385	10.2388515	7.1102589	2.9398904	29.2672826	16.6092428	3.9508197	27.0939012
COG1842	Phage shock protein A (IM30), suppresses sigma54-dependent transcription	KT	Multiple classes	0.0	0.0	0.0	5.6608182	0.9605263	0.0	0.0	0.6959064	0.4663743	0.0	2.8040942
COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3	C	Energy production and conversion 	7.3688409	54.2946886	9.7883485	63.2703627	68.0662011	25.1779827	8.9148841	45.5098941	30.0194521	13.6081309	149.3517876
COG1846	Transcriptional regulators	K	Transcription 	2.2225446	20.2606035	6.0899602	38.6640154	27.7625166	14.9374453	3.2545926	24.3849194	9.9813876	23.9216972	76.7400863
COG1847	Predicted RNA-binding protein	R	General function prediction only 	0.6086956	0.0	0.0	0.0	3.8831353	1.5893718	5.1131463	7.5051573	5.4196931	6.4509582	9.3822653
COG1850	Ribulose 1,5-bisphosphate carboxylase, large subunit	G	Carbohydrate transport and metabolism 	1.6644591	12.4676969	0.0903955	2.3295037	1.6294436	3.882088	0.0	4.9012343	0.675643	1.5409852	7.4160693
COG1853	Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family	R	General function prediction only 	1.4344391	8.8877418	0.0	12.556696	15.2257941	3.187595	0.4634146	11.8793376	5.6856644	3.7163046	30.2244747
COG1858	Cytochrome c peroxidase	P	Inorganic ion transport and metabolism 	0.4584501	2.8123255	0.4687207	0.0	0.0	0.0	0.0	2.6816061	0.8972923	0.0	5.5340804
COG1861	Spore coat polysaccharide biosynthesis protein F, CMP-KDO synthetase homolog	M	Cell wall/membrane/envelope biogenesis 	0.0	0.0	0.0	0.0	0.0	1.3304965	0.0	0.7120567	2.4439718	0.7120567	5.5560288
COG1862	Preprotein translocase subunit YajC	U	Intracellular trafficking, secretion, and vesicular transport 	0.7025009	9.7910295	0.6666667	15.1617912	17.0549352	5.1348201	1.0175439	26.0941851	13.1569844	3.3546441	50.0313533
COG1863	Multisubunit Na+/H+ antiporter, MnhE subunit	P	Inorganic ion transport and metabolism 	0.0	2.2175437	1.0035088	0.5508772	0.8210526	0.0	0.9614034	0.0	0.0	0.0	0.6385965
COG1864	DNA/RNA endonuclease G, NUC1	F	Nucleotide transport and metabolism 	0.7375565	0.0	0.8366666	20.7597757	3.8076094	0.9260936	0.504016	1.3701312	0.0	0.0	4.7774401
COG1866	Phosphoenolpyruvate carboxykinase (ATP)	C	Energy production and conversion 	2.063859	6.2054655	1.8971046	1.3249026	8.0347675	1.9831392	0.3923475	10.6893293	6.5424863	0.4617381	32.1300116
COG1867	N2,N2-dimethylguanosine tRNA methyltransferase	J	Translation, ribosomal structure and biogenesis 	0.0	1.8815565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6835872
COG1873	Uncharacterized conserved protein	S	Function unknown 	0.0	0.3785822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0135752
COG1875	Predicted ATPase related to phosphate starvation-inducible protein PhoH	T	Signal transduction mechanisms 	2.6493257	2.8024445	0.0905587	0.0192678	4.1981748	3.5506123	4.7791175	6.1895171	3.9663	6.7061487	14.5773491
COG1879	ABC-type sugar transport system, periplasmic component	G	Carbohydrate transport and metabolism 	0.0	5.1600923	0.5415318	0.2259036	4.6116806	3.3683129	0.4759035	13.3437695	5.0980189	2.1772008	28.2717848
COG1881	Phospholipid-binding protein	R	General function prediction only 	1.7979796	2.5353537	0.8215489	0.0	1.0340633	0.0	0.0	0.0	0.7441077	1.2189781	9.4233823
COG1883	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit	C	Energy production and conversion 	0.0	3.9015507	0.0	0.9519378	9.4612419	2.0364341	0.7093024	9.1302331	3.389147	0.0	18.1651113
COG1884	Methylmalonyl-CoA mutase, N-terminal domain/subunit	I	Lipid transport and metabolism 	3.3012597	11.211438	0.6485635	12.3222207	0.4266667	1.2824338	0.0	8.8365246	4.6130766	1.6472902	26.3370946
COG1889	Fibrillarin-like rRNA methylase	J	Translation, ribosomal structure and biogenesis 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4789645
COG1890	Ribosomal protein S3AE	J	Translation, ribosomal structure and biogenesis 	0.8202614	1.76634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0490203
COG1893	Ketopantoate reductase	H	Coenzyme transport and metabolism 	1.8093873	3.7382256	1.7854404	2.7457867	1.5165978	2.5723475	0.8670954	9.4688516	2.8917471	0.7920686	14.5552494
COG1894	NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit	C	Energy production and conversion 	2.7486244	23.4081283	1.992483	24.4976668	45.6630572	16.8338034	0.8534306	46.6577237	17.9275089	5.839282	110.5659827
COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase and related enzymes	M	Cell wall/membrane/envelope biogenesis 	1.2150293	4.9379052	0.0	7.2246769	1.1123389	1.9752183	0.0	4.4147646	1.8478261	0.0	2.2792058
COG1899	Deoxyhypusine synthase	O	Posttranslational modification, protein turnover, chaperones 	3.4924365	11.7518709	1.6503096	24.8408946	28.5237287	17.1681683	2.1232517	36.201281	8.1091371	9.4443441	89.7775137
COG1902	NADH:flavin oxidoreductases, Old Yellow Enzyme family	C	Energy production and conversion 	3.5263877	12.9119916	1.1008091	13.5114691	22.0269239	5.6957316	5.8789627	26.9582489	12.5661738	4.90123	48.1335074
COG1903	Cobalamin biosynthesis protein CbiD	H	Coenzyme transport and metabolism 	0.0	0.9318601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4419886
COG1905	NADH:ubiquinone oxidoreductase 24 kD subunit	C	Energy production and conversion 	3.5554842	17.7488817	0.0540541	19.5856786	20.6278875	9.4093582	3.4656459	26.3878975	11.1094939	6.5401553	54.5343015
COG1912	Uncharacterized conserved protein	S	Function unknown 	0.8760908	2.4293194	1.2774869	5.5535719	2.0416669	0.7521816	0.0	3.3049529	0.6561953	0.1428571	7.590999
COG1914	Mn2+ and Fe2+ transporters of the NRAMP family	P	Inorganic ion transport and metabolism 	1.6415699	5.3569811	1.6448011	17.6767572	9.8921482	1.9876466	0.3829138	16.1027441	5.9716708	0.3761855	25.7264177
COG1917	Uncharacterized conserved protein, contains double-stranded beta-helix domain	S	Function unknown 	0.6973684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8333337
COG1918	Fe2+ transport system protein A	P	Inorganic ion transport and metabolism 	1.5350877	4.6960773	0.0	18.0786214	8.4300408	0.0	0.18107	9.4160623	0.5701755	0.9176955	19.1305727
COG1920	Uncharacterized conserved protein	S	Function unknown 	0.0	3.1572291	0.0	0.5659722	8.6320702	1.1145831	0.0	10.8797506	2.8407436	0.0	20.2245035
COG1921	Selenocysteine synthase [seryl-tRNASer selenium transferase]	E	Amino acid transport and metabolism 	0.0	0.0	0.0	2.2948257	1.7015645	1.1949459	0.0	0.6040913	0.2647414	0.0	0.9121541
COG1923	Uncharacterized host factor I protein	R	General function prediction only 	0.0	0.0	0.0	9.4484534	0.0133333	0.0	0.1992754	2.9187439	0.6533333	0.6775362	3.0268594
COG1925	Phosphotransferase system, HPr-related proteins	G	Carbohydrate transport and metabolism 	0.0	1.521452	0.0	5.734617	2.8970663	0.0	0.0	0.4488448	0.0	0.0	2.9735977
COG1928	Dolichyl-phosphate-mannose--protein O-mannosyl transferase	O	Posttranslational modification, protein turnover, chaperones 	0.0	0.0	0.0	1.0949498	5.2651624	4.9850748	2.1115931	8.2648179	2.9896235	4.3880868	20.016219
COG1929	Glycerate kinase	G	Carbohydrate transport and metabolism 	0.7061488	0.0	0.0	5.7074074	0.8925927	0.5485437	0.0	1.7772564	0.8074435	0.0	5.3452719
COG1931	Uncharacterized protein conserved in archaea	S	Function unknown 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.070707	0.0	0.0	6.1540405
COG1932	Phosphoserine aminotransferase	HE	Multiple classes	1.3362995	16.3817844	4.6671906	18.248419	17.1975124	11.3018076	1.6553502	29.4592162	11.4018314	7.090161	64.1092235
COG1933	Archaeal DNA polymerase II, large subunit	L	Replication, recombination and repair 	0.289504	0.8483276	0.0	0.0	0.0	0.0	0.0	0.4307959	0.2895041	0.0	8.3535152
COG1934	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.0	2.0804368	1.4171123	0.8141711	8.6760259	1.0906862	3.3500446	11.6876113	7.3322202	0.0	18.6746856
COG1936	Predicted nucleotide kinase (related to CMP and AMP kinases)	F	Nucleotide transport and metabolism 	0.0	0.5263157	0.0	0.0	0.0	0.0	0.0	0.7471265	1.1091953	0.0	8.7375981
COG1937	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.0	1.8927205	0.0	1.3256703	9.5900386	1.264368	1.7701151	7.329502	4.0842909	0.559387	13.3601534
COG1938	Archaeal enzymes of ATP-grasp superfamily	R	General function prediction only 	0.0	1.1894737	0.0	0.0	0.0	0.0	0.0	0.8385966	0.0	0.0	10.2666693
COG1940	Transcriptional regulator/sugar kinase	KG	Multiple classes	0.5572797	3.4449942	0.0	12.038139	8.0065478	14.7197005	4.2438531	43.5703281	18.1403043	20.9007364	58.7883367
COG1942	Uncharacterized protein, 4-oxalocrotonate tautomerase homolog	R	General function prediction only 	0.0	1.8166666	0.0	4.0833333	0.0	0.0	0.0	2.7388889	0.0	0.0	0.7777777
COG1946	Acyl-CoA thioesterase	I	Lipid transport and metabolism 	0.0383276	5.394102	0.0	6.2200381	7.080839	1.121951	0.9043008	10.6552219	4.284101	3.3824273	31.9102578
COG1947	4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate synthase	I	Lipid transport and metabolism 	2.650244	12.4630756	2.1729888	27.0222286	29.756203	10.8416122	4.2840045	35.8083824	10.958296	11.1193739	85.9527915
COG1948	ERCC4-type nuclease	L	Replication, recombination and repair 	0.0	1.2043478	0.0	0.0	0.0	0.0	0.0	0.7260869	0.0	0.0	6.0768117
COG1949	Oligoribonuclease (3'->5' exoribonuclease)	A	RNA processing and modification 	0.3589742	1.1001724	0.0	5.1662434	8.1148863	4.5834736	1.2374273	18.7219742	6.4864899	3.9726889	38.2279627
COG1950	Predicted membrane protein	S	Function unknown 	0.0	0.0	0.0	0.0	1.2376813	4.4342616	3.8782613	9.8106178	9.6347816	8.5736524	15.716461
COG1951	Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain	C	Energy production and conversion 	0.0	0.0	0.0	0.9758268	0.9592875	0.5877863	0.5750637	1.5508909	0.0	1.6399491	1.9541983
COG1952	Preprotein translocase subunit SecB	U	Intracellular trafficking, secretion, and vesicular transport 	1.0798671	5.2273664	0.8085587	21.3486347	23.3566179	8.3151862	1.9311388	8.3005759	0.8513514	8.3787653	35.9632245
COG1953	Cytosine/uracil/thiamine/allantoin permeases	FH	Multiple classes	1.0013281	5.7860098	0.4528552	8.2008001	12.8694897	4.421298	0.0	8.5596915	2.2844378	0.5245559	36.9378885
COG1956	GAF domain-containing protein	T	Signal transduction mechanisms 	0.3733334	0.0	0.0	12.4222235	0.0	0.0	0.0	1.3777779	0.0	0.0	1.8022221
COG1957	Inosine-uridine nucleoside N-ribohydrolase	F	Nucleotide transport and metabolism 	0.0	0.0	0.0	0.0035273	0.0	1.9409975	0.8451179	8.5155517	3.0366363	4.3960235	11.9237763
COG1958	Small nuclear ribonucleoprotein (snRNP) homolog	K	Transcription 	0.0	1.4112555	0.0	0.0	0.0	0.0	0.0	1.3722943	0.0	0.0	10.3203474
COG1959	Predicted transcriptional regulator	K	Transcription 	0.0	9.9596404	1.5518992	8.9871197	14.7843382	9.4169831	0.5244755	23.7974699	5.7755028	2.6545453	47.0335065
COG1960	Acyl-CoA dehydrogenases	I	Lipid transport and metabolism 	16.3045871	77.6287316	13.9964382	94.4156639	138.0643282	73.4116161	17.6480169	242.3606007	127.359667	39.6426972	428.2842798
COG1964	Predicted Fe-S oxidoreductases	R	General function prediction only 	0.0	0.5473906	0.0	7.844444	0.0	0.0	0.0	1.8183214	0.4014909	0.0	5.7531213
COG1966	Carbon starvation protein, predicted membrane protein	T	Signal transduction mechanisms 	0.0	0.2155555	0.0	1.4288889	2.9133328	1.1155555	0.0	0.7266665	0.0	0.0	4.1777783
COG1968	Uncharacterized bacitracin resistance protein	V	Defense mechanisms 	1.6830509	9.8693336	0.0160428	25.9903217	31.4377325	12.7730699	4.6021629	23.2893582	17.1534443	7.0502921	81.2064782
COG1970	Large-conductance mechanosensitive channel	M	Cell wall/membrane/envelope biogenesis 	0.0	0.0	0.0	1.9416059	2.7688563	0.0	0.0	1.0097323	0.0	0.0	0.5815085
COG1971	Predicted membrane protein	S	Function unknown 	0.8338868	1.3939392	0.0	0.7462121	1.8181816	11.1357031	0.0	9.3018625	1.0530303	2.0280686	28.1966509
COG1972	Nucleoside permease	F	Nucleotide transport and metabolism 	3.4567648	7.1531108	1.3400533	11.1605377	13.4148816	4.7883891	0.0	13.4060454	3.8538513	0.6172149	39.8057724
COG1974	SOS-response transcriptional repressors (RecA-mediated autopeptidases)	KT	Multiple classes	1.4813017	18.9281557	2.4105847	32.8546656	42.9000306	31.7623487	5.7219707	76.8498279	29.2677959	11.3953382	145.6489327
COG1975	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	O	Posttranslational modification, protein turnover, chaperones 	0.2261381	15.8769943	0.3362702	22.6386251	31.3256219	7.5185537	0.7581097	19.0810834	7.9853864	2.6068844	43.1195291
COG1976	Translation initiation factor 6 (eIF-6)	J	Translation, ribosomal structure and biogenesis 	0.0	0.8012821	0.0	0.0	0.0	0.0	0.0	1.0726495	0.0	0.0	9.5419163
COG1977	Molybdopterin converting factor, small subunit	H	Coenzyme transport and metabolism 	0.0	0.0	0.0	3.8237549	0.7854407	0.5402299	0.0	0.2758621	1.7318007	0.0	0.0
COG1981	Predicted membrane protein	S	Function unknown 	2.8549732	22.5283721	2.7137459	18.1295447	34.6664096	3.7964229	3.1211146	32.2987609	3.04867	2.038118	47.5916251
COG1982	Arginine/lysine/ornithine decarboxylases	E	Amino acid transport and metabolism 	0.4223433	1.2264071	0.4559491	4.8554273	5.684283	0.7685185	0.8977588	0.8753212	0.7994925	0.7746913	1.896783
COG1983	Putative stress-responsive transcriptional regulator	KT	Multiple classes	0.5883334	0.0	0.0	8.6883329	0.0	0.0	0.0	1.5316666	0.3200001	0.0	2.0483335
COG1984	Allophanate hydrolase subunit 2	E	Amino acid transport and metabolism 	1.0573233	6.7666369	0.9854165	12.1487171	11.5134444	10.2331952	0.0447917	11.7706427	6.306022	5.8764199	32.4707514
COG1985	Pyrimidine reductase, riboflavin biosynthesis	H	Coenzyme transport and metabolism 	0.4457143	0.0	0.7253923	1.7914389	2.529144	1.6380953	0.8916211	6.5861487	2.8295397	0.9047619	14.8368574
COG1987	Flagellar biosynthesis pathway, component FliQ	NU	Multiple classes	0.0	0.0	0.0	1.7612613	1.6981983	0.0	0.0	2.7297296	0.0	0.0	0.0
COG1989	Type II secretory pathway, prepilin signal peptidase PulO and related peptidases	NOU	Multiple classes	0.0	2.3786685	0.0	2.7065724	10.3561255	1.4262948	0.8441659	9.3676346	3.4661358	0.4084967	12.8421476
COG1990	Uncharacterized conserved protein	S	Function unknown 	0.0	1.3502825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7062146
COG1994	Zn-dependent proteases	R	General function prediction only 	0.0219092	0.0	0.0	1.7073553	2.1032864	0.0	0.0	0.7496087	2.0125196	0.2691706	2.9796553
COG1995	Pyridoxal phosphate biosynthesis protein	H	Coenzyme transport and metabolism 	2.5456739	19.7661598	3.5406547	25.9685706	31.8023884	5.8343781	2.3020296	23.3115231	5.3868871	6.6326435	51.9919387
COG1997	Ribosomal protein L37AE/L43A	J	Translation, ribosomal structure and biogenesis 	0.0	3.032864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6338029
COG1998	Ribosomal protein S27AE	J	Translation, ribosomal structure and biogenesis 	0.0	2.1236562	0.0	0.0	0.0	0.0	0.0	0.9569892	0.0	0.0	2.8870968
COG1999	Uncharacterized protein SCO1/SenC/PrrC, involved in biogenesis of respiratory and photosynthetic systems	R	General function prediction only 	0.6961805	12.5357855	0.829191	30.232749	16.5712276	2.6458054	2.7780797	21.7115516	6.8167267	0.1904762	44.157882
COG2001	Uncharacterized protein conserved in bacteria	S	Function unknown 	1.2274552	17.5138196	0.0	30.6774376	33.0142627	19.1990759	6.8643297	44.583395	14.8227584	16.127807	90.265102
COG2002	Regulators of stationary/sporulation gene expression	K	Transcription 	0.7447448	0.5735736	0.0	0.0	0.0	6.1051048	0.4054054	10.6846824	1.3033033	4.5255246	11.7447445
COG2003	DNA repair proteins	L	Replication, recombination and repair 	0.3154762	0.7276786	0.0	11.1892592	2.4475108	0.0	0.0	1.7761094	4.4736201	0.0	1.9958063
COG2004	Ribosomal protein S24E	J	Translation, ribosomal structure and biogenesis 	0.0	2.7505994	0.0	0.0671463	0.0	0.0	0.0	4.2757799	0.0	0.0	9.8968821
COG2007	Ribosomal protein S8E	J	Translation, ribosomal structure and biogenesis 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3411458	0.0	0.0	9.4348959
COG2008	Threonine aldolase	E	Amino acid transport and metabolism 	1.2228415	7.2109907	2.5813206	12.6965345	11.6246057	13.3557471	1.7614034	21.3352906	10.1894269	5.954227	42.3906522
COG2009	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit	C	Energy production and conversion 	1.863517	7.1076117	0.6587927	14.7839939	13.2099738	9.5796214	1.4225723	11.7548524	12.7560789	7.3620403	56.7811102
COG2010	Cytochrome c, mono- and diheme variants	C	Energy production and conversion 	3.5759406	8.6520813	1.4326721	55.2693604	23.8711817	8.181663	1.3321735	11.5426683	9.5132174	4.151073	47.4606571
COG2012	DNA-directed RNA polymerase, subunit H, RpoH/RPB5	K	Transcription 	0.0	1.5476189	0.0	0.0	0.0	0.0	0.0	1.0873017	0.0	0.0	3.5555555
COG2013	Uncharacterized conserved protein	S	Function unknown 	0.022695	0.8170214	0.0	6.1198959	0.0	0.0	0.0	2.4351624	0.7684211	0.6808512	1.0936171
COG2015	Alkyl sulfatase and related hydrolases	Q	Secondary metabolites biosynthesis, transport and catabolism 	1.152745	3.739921	0.3038638	6.4489607	12.2772467	3.9071641	0.5641315	20.9894134	7.1337024	1.5815462	37.1621402
COG2016	Predicted RNA-binding protein (contains PUA domain)	J	Translation, ribosomal structure and biogenesis 	0.0	0.8888889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3396233
COG2017	Galactose mutarotase and related enzymes	G	Carbohydrate transport and metabolism 	0.0	0.5212876	0.2606438	6.8566981	0.5212876	0.372549	0.4714434	1.990954	3.2409222	0.6529403	4.5510558
COG2019	Archaeal adenylate kinase	F	Nucleotide transport and metabolism 	0.8537415	1.0629251	0.0	0.0	0.0	0.0	0.0	0.0	1.2602041	0.0	7.8639453
COG2020	Putative protein-S-isoprenylcysteine methyltransferase	O	Posttranslational modification, protein turnover, chaperones 	1.3494624	2.6875047	0.6747311	1.7196912	8.9914609	11.174801	2.225225	15.5907704	6.0844875	3.0753503	37.112341
COG2021	Homoserine acetyltransferase	E	Amino acid transport and metabolism 	3.9110778	17.5956323	1.8648137	19.7405398	34.7406187	14.2503843	2.5563991	40.4232056	17.2294422	11.9263933	99.0364131
COG2022	Uncharacterized enzyme of thiazole biosynthesis	H	Coenzyme transport and metabolism 	1.6029414	4.5882734	0.8202615	9.754989	19.5704739	1.3286587	1.071318	13.8309607	5.9250356	2.5074762	25.364409
COG2025	Electron transfer flavoprotein, alpha subunit	C	Energy production and conversion 	1.905065	17.0261314	0.2033544	14.9910945	15.2476944	6.3208246	0.1091953	34.5440038	17.4871375	4.2052584	57.6622434
COG2026	Cytotoxic translational repressor of toxin-antitoxin stability system	JD	Multiple classes	0.0	0.0	0.0	0.0	0.0	2.640625	0.0	4.8697921	2.390625	3.5104167	5.8489582
COG2027	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 4)	M	Cell wall/membrane/envelope biogenesis 	0.4553152	1.2026903	0.8340987	13.2491469	4.9747841	9.7295585	2.2237568	19.051301	10.0760889	7.9083334	29.3211943
COG2030	Acyl dehydratase	I	Lipid transport and metabolism 	0.5457627	14.5597645	0.8976035	5.858803	3.7724571	1.0912902	0.0	11.7031263	7.9933277	1.8323257	43.1230939
COG2032	Cu/Zn superoxide dismutase	P	Inorganic ion transport and metabolism 	0.4698582	0.4450355	0.0	8.5851049	1.3829787	0.8900709	0.0	0.8900709	0.0	0.0	1.3085106
COG2035	Predicted membrane protein	S	Function unknown 	0.0	3.9445581	0.0	30.1966809	14.9182081	3.5621171	0.708642	18.7347892	6.7107904	3.9876213	28.4124056
COG2036	Histones H3 and H4	B	Chromatin structure and dynamics 	0.0	1.3254902	0.0	0.0	0.0	0.0	0.0	0.9176471	0.0	0.0	8.6823529
COG2038	NaMN:DMB phosphoribosyltransferase	H	Coenzyme transport and metabolism 	0.0	1.0653594	0.0	0.0	0.0	0.0	0.0	1.8474946	1.030501	0.0	15.1546766
COG2039	Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase)	O	Posttranslational modification, protein turnover, chaperones 	0.0	0.0	0.824302	0.0	2.2758623	5.1444999	2.8193764	10.2068948	4.3349753	2.3973728	10.7520527
COG2040	Homocysteine/selenocysteine methylase (S-methylmethionine-dependent)	E	Amino acid transport and metabolism 	0.2222222	7.6413021	1.3488539	4.4812821	17.0103381	5.2714603	0.2942827	17.256964	4.9884657	1.9234006	45.7604631
COG2041	Sulfite oxidase and related enzymes	R	General function prediction only 	2.2257981	12.0079479	0.7654015	10.8960725	26.4892389	3.9093582	0.9094783	14.8890288	5.5874402	1.2225158	29.3972927
COG2044	Predicted peroxiredoxins	R	General function prediction only 	0.0	0.0	0.0	0.5408163	0.0	0.5782313	0.0	0.8163266	0.9217687	0.0	5.4251696
COG2045	Phosphosulfolactate phosphohydrolase and related enzymes	HR	Multiple classes	0.0	5.2268328	0.307054	0.0	0.0	0.0	0.0	1.4481327	1.6210237	0.0	7.656984
COG2046	ATP sulfurylase (sulfate adenylyltransferase)	P	Inorganic ion transport and metabolism 	0.0	1.0811153	0.0	0.0	0.0	0.0	0.0	2.0126742	0.0	0.0	3.7199005
COG2047	Uncharacterized protein (ATP-grasp superfamily)	R	General function prediction only 	0.0	1.4894309	0.0	0.0	5.5464988	3.9779243	3.543102	9.6160926	4.8544825	2.4254901	14.9166245
COG2049	Allophanate hydrolase subunit 1	E	Amino acid transport and metabolism 	0.7650581	3.9861927	0.0	12.8715469	8.6624822	4.9521436	1.1152162	12.5701527	2.9894526	6.7231528	34.2730908
COG2050	Uncharacterized protein, possibly involved in aromatic compounds catabolism	Q	Secondary metabolites biosynthesis, transport and catabolism 	1.3735632	21.6122472	2.9789603	21.6317835	32.0848079	4.1200297	1.8173546	29.4998504	11.508744	3.6709357	82.2927327
COG2051	Ribosomal protein S27E	J	Translation, ribosomal structure and biogenesis 	0.0	3.4444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0050505
COG2053	Ribosomal protein S28E/S33	J	Translation, ribosomal structure and biogenesis 	0.0	2.6952381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4857133
COG2055	Malate/L-lactate dehydrogenases	C	Energy production and conversion 	1.2583499	21.2235311	3.723133	18.4533843	27.9506555	12.7253641	4.3874483	34.2086744	7.25154	4.0907627	69.2844523
COG2057	Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit	I	Lipid transport and metabolism 	1.4790059	7.1745441	1.8715196	12.2828931	7.2963215	1.483702	0.4113757	12.3841723	3.7976189	0.8280423	29.1344416
COG2058	Ribosomal protein L12E/L44/L45/RPP1/RPP2	J	Translation, ribosomal structure and biogenesis 	2.5520831	1.7083334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5138891
